科室,指标编码,指标名称,年份,月份,数值,指标单位
神经外科,nb_of_outp_oper,门诊手术人次,2022,3,77.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2022,4,70.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2022,5,67.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2022,6,66.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2022,7,63.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2022,8,77.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2022,9,75.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2022,10,89.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2022,11,105.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2022,12,105.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,1,100.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,2,100.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,3,92.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,4,78.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,5,70.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,6,73.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,7,75.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,8,77.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,9,96.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,10,103.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,11,109.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2023,12,115.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,1,120.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,2,111.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,3,91.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,4,87.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,5,83.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,6,75.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,7,75.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,8,93.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,9,103.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,10,98.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,11,107.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2024,12,105.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,1,122.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,2,109.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,3,99.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,4,101.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,5,89.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,6,76.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,7,94.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,8,92.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,9,96.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,10,107.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,11,117.0,人次
神经外科,nb_of_outp_oper,门诊手术人次,2025,12,124.0,人次
神经外科,nb_of_emg,急诊人次,2022,1,2299.0,人次
神经外科,nb_of_emg,急诊人次,2022,2,2327.0,人次
神经外科,nb_of_emg,急诊人次,2022,3,2077.0,人次
神经外科,nb_of_emg,急诊人次,2022,4,1740.0,人次
神经外科,nb_of_emg,急诊人次,2022,5,1813.0,人次
神经外科,nb_of_emg,急诊人次,2022,6,1536.0,人次
神经外科,nb_of_emg,急诊人次,2022,7,1616.0,人次
神经外科,nb_of_emg,急诊人次,2022,8,1798.0,人次
神经外科,nb_of_emg,急诊人次,2022,9,1988.0,人次
神经外科,nb_of_emg,急诊人次,2022,10,2073.0,人次
神经外科,nb_of_emg,急诊人次,2022,11,2199.0,人次
神经外科,nb_of_emg,急诊人次,2022,12,2349.0,人次
神经外科,nb_of_emg,急诊人次,2023,1,2436.0,人次
神经外科,nb_of_emg,急诊人次,2023,2,2266.0,人次
神经外科,nb_of_emg,急诊人次,2023,3,2030.0,人次
神经外科,nb_of_emg,急诊人次,2023,4,2101.0,人次
神经外科,nb_of_emg,急诊人次,2023,5,1803.0,人次
神经外科,nb_of_emg,急诊人次,2023,6,1742.0,人次
神经外科,nb_of_emg,急诊人次,2023,7,1866.0,人次
神经外科,nb_of_emg,急诊人次,2023,8,2017.0,人次
神经外科,nb_of_emg,急诊人次,2023,9,2378.0,人次
神经外科,nb_of_emg,急诊人次,2023,10,2690.0,人次
神经外科,nb_of_emg,急诊人次,2023,11,2507.0,人次
神经外科,nb_of_emg,急诊人次,2023,12,2957.0,人次
神经外科,nb_of_emg,急诊人次,2024,1,2587.0,人次
神经外科,nb_of_emg,急诊人次,2024,2,2479.0,人次
神经外科,nb_of_emg,急诊人次,2024,3,2613.0,人次
神经外科,nb_of_emg,急诊人次,2024,4,2318.0,人次
神经外科,nb_of_emg,急诊人次,2024,5,2073.0,人次
神经外科,nb_of_emg,急诊人次,2024,6,2111.0,人次
神经外科,nb_of_emg,急诊人次,2024,7,1960.0,人次
神经外科,nb_of_emg,急诊人次,2024,8,1993.0,人次
神经外科,nb_of_emg,急诊人次,2024,9,2467.0,人次
神经外科,nb_of_emg,急诊人次,2024,10,2481.0,人次
神经外科,nb_of_emg,急诊人次,2024,11,3019.0,人次
神经外科,nb_of_emg,急诊人次,2024,12,3113.0,人次
神经外科,nb_of_emg,急诊人次,2025,1,2828.0,人次
神经外科,nb_of_emg,急诊人次,2025,2,2710.0,人次
神经外科,nb_of_emg,急诊人次,2025,3,2759.0,人次
神经外科,nb_of_emg,急诊人次,2025,4,2125.0,人次
神经外科,nb_of_emg,急诊人次,2025,5,2146.0,人次
神经外科,nb_of_emg,急诊人次,2025,6,2089.0,人次
神经外科,nb_of_emg,急诊人次,2025,7,2189.0,人次
神经外科,nb_of_emg,急诊人次,2025,8,2504.0,人次
神经外科,nb_of_emg,急诊人次,2025,9,2770.0,人次
神经外科,nb_of_emg,急诊人次,2025,10,2996.0,人次
神经外科,nb_of_emg,急诊人次,2025,11,3289.0,人次
神经外科,nb_of_emg,急诊人次,2025,12,3375.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,1,17.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,2,17.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,3,16.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,4,13.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,5,13.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,6,13.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,7,13.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,8,14.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,9,16.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,10,15.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,11,18.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2022,12,19.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,1,18.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,2,18.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,3,15.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,4,16.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,5,13.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,6,12.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,7,15.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,8,15.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,9,15.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,10,17.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,11,18.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2023,12,21.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,1,20.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,2,20.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,3,16.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,4,17.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,5,15.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,6,15.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,7,15.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,8,17.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,9,18.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,10,18.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,11,19.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2024,12,22.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,1,20.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,2,20.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,3,17.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,4,15.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,5,14.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,6,14.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,7,16.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,8,16.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,9,20.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,10,21.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,11,22.0,人次
神经外科,nb_of_outp_per_general_visit_unit,普通门诊每出诊单元门诊人次,2025,12,22.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,1,16.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,2,13.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,3,13.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,4,12.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,5,10.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,6,11.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,7,10.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,8,12.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,9,13.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,10,13.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,11,13.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2022,12,14.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,1,17.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,2,15.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,3,14.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,4,13.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,5,11.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,6,11.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,7,11.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,8,12.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,9,12.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,10,15.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,11,14.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2023,12,17.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,1,18.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,2,16.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,3,14.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,4,12.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,5,12.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,6,11.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,7,12.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,8,14.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,9,15.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,10,15.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,11,18.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2024,12,17.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,1,18.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,2,18.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,3,17.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,4,14.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,5,13.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,6,12.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,7,14.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,8,15.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,9,16.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,10,16.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,11,18.0,人次
神经外科,nb_of_outp_per_expert_visit_unit,专家门诊每出诊单元门诊人次,2025,12,19.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,1,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,2,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,3,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,4,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,5,5.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,6,5.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,7,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,8,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,9,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,10,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,11,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2022,12,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,1,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,2,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,3,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,4,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,5,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,6,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,7,5.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,8,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,9,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,10,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,11,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2023,12,9.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,1,10.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,2,9.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,3,9.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,4,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,5,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,6,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,7,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,8,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,9,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,10,9.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,11,9.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2024,12,9.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,1,10.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,2,10.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,3,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,4,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,5,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,6,6.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,7,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,8,7.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,9,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,10,8.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,11,10.0,人次
神经外科,nb_of_outp_per_spec_needs_visit_unit,特需门诊每出诊单元门诊人次,2025,12,10.0,人次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,1,158.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,2,169.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,3,157.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,4,142.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,5,115.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,6,114.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,7,133.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,8,123.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,9,135.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,10,167.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,11,172.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2022,12,181.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,1,176.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,2,185.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,3,150.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,4,146.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,5,146.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,6,127.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,7,140.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,8,137.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,9,170.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,10,185.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,11,189.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2023,12,184.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,1,212.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,2,176.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,3,174.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,4,159.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,5,133.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,6,147.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,7,154.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,8,145.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,9,167.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,10,191.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,11,190.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2024,12,224.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,1,204.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,2,213.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,3,174.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,4,164.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,5,165.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,6,145.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,7,140.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,8,154.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,9,181.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,10,210.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,11,199.0,台次
神经外科,tm_of_srv_oper_inp,服务住院手术台次,2025,12,247.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,1,71.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,2,66.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,3,59.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,4,52.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,5,45.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,6,49.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,7,47.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,8,51.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,9,58.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,10,63.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,11,65.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2022,12,64.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,1,69.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,2,65.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,3,66.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,4,54.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,5,52.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,6,53.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,7,47.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,8,51.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,9,57.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,10,65.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,11,69.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2023,12,72.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2024,1,87.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2024,2,82.0,台次
神经外科,tm_of_srv_oper_outp,服务门诊手术台次,2024,3,68.0,台次
